Row Number,PlayerXPosition,PlayerYPosition,GoalXPosition,GoalYPosition,DesiredMoveXPosition,DesiredMoveYPosition
1620,18,-4,-14,0,-1,1
1621,11,1,0,-7,-1,-1
1622,-2,8,0,-7,1,-1
1623,-7,-3,0,-7,1,-1
1624,6,-2,0,-7,-1,-1
1625,13,1,0,-7,-1,-1
1626,14,-3,0,-7,-1,-1
1627,1,7,0,-7,-1,-1
1628,2,8,0,-7,-1,-1
1629,-13,7,0,-7,1,-1
1630,5,-3,0,-7,-1,-1
1631,-17,1,0,-7,1,-1
1632,18,6,0,-7,-1,-1
1633,-4,1,0,-7,1,-1
1634,-7,8,0,-7,1,-1
1635,5,4,0,-7,-1,-1
1636,-7,-2,0,-7,1,-1
1637,13,1,0,-7,-1,-1
1638,-11,-1,0,-7,1,-1
1639,-16,-4,0,-7,1,-1
1640,-16,6,0,-7,1,-1
1641,-15,-3,0,-7,1,-1
1642,17,-1,0,-7,-1,-1
1643,16,-6,0,-7,-1,-1
1644,14,5,0,-7,-1,-1
1645,3,-4,0,-7,-1,-1
1646,18,-6,0,-7,-1,-1
1647,12,-2,0,-7,-1,-1
1648,-8,-4,0,-7,1,-1
1649,18,2,0,-7,-1,-1
1650,-16,-1,0,-7,1,-1
1651,-14,-6,9,5,1,1
1652,-14,-6,9,5,1,1
1653,-18,-3,9,5,1,1
1654,9,-6,9,5,0,1
1655,-10,-3,9,5,1,1
1656,12,2,9,5,-1,1
1657,13,-3,9,5,-1,1
1658,-2,3,9,5,1,1
1659,-2,-2,9,5,1,1
1660,-15,-2,9,5,1,1
1661,7,0,9,5,1,1
1662,-1,0,9,5,1,1
1663,10,8,9,5,-1,-1
1664,2,-7,9,5,1,1
1665,-3,7,9,5,1,-1
1666,-2,4,9,5,1,1
1667,13,2,9,5,-1,1
1668,-15,-5,9,5,1,1
1669,-3,1,9,5,1,1
1670,-7,-1,9,5,1,1
1671,2,3,9,5,1,1
1672,-14,5,9,5,1,0
1673,-17,0,9,5,1,1
1674,-9,6,9,5,1,-1
1675,9,-4,9,5,0,1
1676,-14,3,9,5,1,1
1677,-15,3,9,5,1,1
1678,10,-1,9,5,-1,1
1679,8,-5,9,5,1,1
1680,17,-6,9,5,-1,1
1681,7,1,10,-7,1,-1
1682,-17,1,10,-7,1,-1
1683,5,-6,10,-7,1,-1
1684,-6,-2,10,-7,1,-1
1685,8,-1,10,-7,1,-1
1686,3,7,10,-7,1,-1
1687,-8,1,10,-7,1,-1
1688,2,-4,10,-7,1,-1
1689,11,5,10,-7,-1,-1
1690,-1,-8,10,-7,1,1
1691,-15,-4,10,-7,1,-1
1692,-7,-8,10,-7,1,1
1693,-17,-8,10,-7,1,1
1694,14,1,10,-7,-1,-1
1695,-6,-4,10,-7,1,-1
1696,11,1,10,-7,-1,-1
1697,-18,-8,10,-7,1,1
1698,-2,5,10,-7,1,-1
1699,1,5,10,-7,1,-1
1700,3,6,10,-7,1,-1
1701,14,6,10,-7,-1,-1
1702,15,8,10,-7,-1,-1
1703,-3,-3,10,-7,1,-1
1704,14,6,10,-7,-1,-1
1705,-1,-3,10,-7,1,-1
1706,-16,4,10,-7,1,-1
1707,4,1,10,-7,1,-1
1708,7,-3,10,-7,1,-1
1709,9,-4,10,-7,1,-1
1710,7,5,10,-7,1,-1
1711,-13,5,-4,-3,1,-1
1712,10,7,-4,-3,-1,-1
1713,-9,8,-4,-3,1,-1
1714,16,8,-4,-3,-1,-1
1715,-12,3,-4,-3,1,-1
1716,-9,3,-4,-3,1,-1
1717,9,3,-4,-3,-1,-1
1718,6,4,-4,-3,-1,-1
1719,18,-7,-4,-3,-1,1
1720,-14,6,-4,-3,1,-1
1721,-5,-6,-4,-3,1,1
1722,11,-4,-4,-3,-1,1
1723,-18,-2,-4,-3,1,-1
1724,18,-5,-4,-3,-1,1
1725,6,7,-4,-3,-1,-1
1726,-4,0,-4,-3,0,-1
1727,14,-8,-4,-3,-1,1
1728,1,-8,-4,-3,-1,1
1729,-18,0,-4,-3,1,-1
1730,-18,8,-4,-3,1,-1
1731,-14,-2,-4,-3,1,-1
1732,18,-1,-4,-3,-1,-1
1733,-10,-3,-4,-3,1,0
1734,-13,-5,-4,-3,1,1
1735,3,-1,-4,-3,-1,-1
1736,-16,7,-4,-3,1,-1
1737,-16,2,-4,-3,1,-1
1738,-15,7,-4,-3,1,-1
1739,-10,8,-4,-3,1,-1
1740,6,6,-4,-3,-1,-1
1741,-13,-5,12,-1,1,1
1742,-17,1,12,-1,1,-1
1743,4,-3,12,-1,1,1
1744,-15,5,12,-1,1,-1
1745,-15,8,12,-1,1,-1
1746,15,-3,12,-1,-1,1
1747,3,5,12,-1,1,-1
1748,9,-8,12,-1,1,1
1749,2,6,12,-1,1,-1
1750,-3,2,12,-1,1,-1
1751,1,-2,12,-1,1,1
1752,-5,2,12,-1,1,-1
1753,7,5,12,-1,1,-1
1754,-5,4,12,-1,1,-1
1755,13,-5,12,-1,-1,1
1756,15,7,12,-1,-1,-1
1757,-9,5,12,-1,1,-1
1758,15,7,12,-1,-1,-1
1759,-12,-3,12,-1,1,1
1760,-13,3,12,-1,1,-1
1761,-2,-2,12,-1,1,1
1762,-15,0,12,-1,1,-1
1763,-4,-6,12,-1,1,1
1764,-11,-8,12,-1,1,1
1765,-5,3,12,-1,1,-1
1766,18,2,12,-1,-1,-1
1767,13,5,12,-1,-1,-1
1768,-3,5,12,-1,1,-1
1769,2,7,12,-1,1,-1
1770,10,-4,12,-1,1,1
1771,7,6,-10,1,-1,-1
1772,-6,8,-10,1,-1,-1
1773,13,-7,-10,1,-1,1
1774,12,-4,-10,1,-1,1
1775,-4,-7,-10,1,-1,1
1776,18,-7,-10,1,-1,1
1777,-1,-7,-10,1,-1,1
1778,12,3,-10,1,-1,-1
1779,14,-2,-10,1,-1,1
1780,-3,7,-10,1,-1,-1
1781,4,-7,-10,1,-1,1
1782,-10,6,-10,1,0,-1
1783,-9,-8,-10,1,-1,1
1784,-17,5,-10,1,1,-1
1785,-18,3,-10,1,1,-1
1786,-3,6,-10,1,-1,-1
1787,-4,-7,-10,1,-1,1
1788,-11,6,-10,1,1,-1
1789,-6,-4,-10,1,-1,1
1790,3,-7,-10,1,-1,1
1791,16,-2,-10,1,-1,1
1792,-18,-6,-10,1,1,1
1793,6,2,-10,1,-1,-1
1794,-10,8,-10,1,0,-1
1795,6,7,-10,1,-1,-1
1796,6,3,-10,1,-1,-1
1797,0,-1,-10,1,-1,1
1798,-11,-7,-10,1,1,1
1799,-3,-4,-10,1,-1,1
1800,9,-8,-10,1,-1,1
1801,-5,-7,-14,6,-1,1
1802,-2,3,-14,6,-1,1
1803,-12,-7,-14,6,-1,1
1804,-4,4,-14,6,-1,1
1805,7,1,-14,6,-1,1
1806,5,-8,-14,6,-1,1
1807,0,-6,-14,6,-1,1
1808,8,-2,-14,6,-1,1
1809,10,-2,-14,6,-1,1
1810,11,-1,-14,6,-1,1
1811,1,-4,-14,6,-1,1
1812,9,4,-14,6,-1,1
1813,7,0,-14,6,-1,1
1814,16,-4,-14,6,-1,1
1815,5,-1,-14,6,-1,1
1816,-3,2,-14,6,-1,1
1817,7,-4,-14,6,-1,1
1818,-11,0,-14,6,-1,1
1819,8,6,-14,6,-1,0
1820,-17,-2,-14,6,1,1
1821,-5,2,-14,6,-1,1
1822,12,7,-14,6,-1,-1
1823,-4,-4,-14,6,-1,1
1824,5,-5,-14,6,-1,1
1825,-5,-3,-14,6,-1,1
1826,15,-1,-14,6,-1,1
1827,-15,-1,-14,6,1,1
1828,3,8,-14,6,-1,-1
1829,16,-4,-14,6,-1,1
1830,-10,3,-14,6,-1,1
1831,13,3,16,5,1,1
1832,-3,-6,16,5,1,1
1833,15,-3,16,5,1,1
1834,-6,2,16,5,1,1
1835,-7,-2,16,5,1,1
1836,-7,-6,16,5,1,1
1837,-6,8,16,5,1,-1
1838,-18,0,16,5,1,1
1839,11,6,16,5,1,-1
1840,-1,-8,16,5,1,1
1841,-2,-1,16,5,1,1
1842,16,-8,16,5,0,1
1843,1,3,16,5,1,1
1844,12,-8,16,5,1,1
1845,13,7,16,5,1,-1
1846,-5,-5,16,5,1,1
1847,0,-1,16,5,1,1
1848,6,-6,16,5,1,1
1849,4,7,16,5,1,-1
1850,-8,-7,16,5,1,1
1851,14,2,16,5,1,1
1852,3,6,16,5,1,-1
1853,-2,-7,16,5,1,1
1854,5,2,16,5,1,1
1855,18,-7,16,5,-1,1
1856,7,7,16,5,1,-1
1857,-9,2,16,5,1,1
1858,-14,-7,16,5,1,1
1859,6,-2,16,5,1,1
1860,-1,-5,16,5,1,1
1861,7,-2,-4,8,-1,1
1862,-12,4,-4,8,1,1
1863,-10,7,-4,8,1,1
1864,-11,-1,-4,8,1,1
1865,1,-1,-4,8,-1,1
1866,6,-2,-4,8,-1,1
1867,18,-5,-4,8,-1,1
1868,-2,-1,-4,8,-1,1
1869,-15,7,-4,8,1,1
1870,-1,-3,-4,8,-1,1
1871,7,-2,-4,8,-1,1
1872,1,-5,-4,8,-1,1
1873,-3,-8,-4,8,-1,1
1874,2,6,-4,8,-1,1
1875,-7,4,-4,8,1,1
1876,-11,-2,-4,8,1,1
1877,-12,1,-4,8,1,1
1878,7,3,-4,8,-1,1
1879,-1,4,-4,8,-1,1
1880,14,-1,-4,8,-1,1
1881,-4,-4,-4,8,0,1
1882,-17,2,-4,8,1,1
1883,1,-8,-4,8,-1,1
1884,10,-6,-4,8,-1,1
1885,16,-6,-4,8,-1,1
1886,-17,8,-4,8,1,0
1887,0,0,-4,8,-1,1
1888,-9,6,-4,8,1,1
1889,-5,-8,-4,8,1,1
1890,-18,6,-4,8,1,1
1891,2,-6,0,-1,-1,1
1892,-10,5,0,-1,1,-1
1893,13,4,0,-1,-1,-1
1894,12,-2,0,-1,-1,1
1895,-16,-7,0,-1,1,1
1896,-17,-3,0,-1,1,1
1897,-10,4,0,-1,1,-1
1898,3,-6,0,-1,-1,1
1899,7,3,0,-1,-1,-1
1900,5,-8,0,-1,-1,1
1901,5,7,0,-1,-1,-1
1902,-7,2,0,-1,1,-1
1903,-14,-1,0,-1,1,0
1904,0,-5,0,-1,0,1
1905,8,-7,0,-1,-1,1
1906,-1,-6,0,-1,1,1
1907,-6,-1,0,-1,1,0
1908,16,-7,0,-1,-1,1
1909,15,7,0,-1,-1,-1
1910,13,3,0,-1,-1,-1
1911,-11,7,0,-1,1,-1
1912,8,1,0,-1,-1,-1
1913,7,5,0,-1,-1,-1
1914,8,0,0,-1,-1,-1
1915,-6,-2,0,-1,1,1
1916,7,0,0,-1,-1,-1
1917,-6,-6,0,-1,1,1
1918,9,8,0,-1,-1,-1
1919,-16,0,0,-1,1,-1
1920,-9,-4,0,-1,1,1
1921,-15,1,-10,-8,1,-1
1922,-7,-8,-10,-8,-1,0
1923,-13,-7,-10,-8,1,-1
1924,-18,5,-10,-8,1,-1
1925,-6,-8,-10,-8,-1,0
1926,10,-5,-10,-8,-1,-1
1927,17,-8,-10,-8,-1,0
1928,-7,-1,-10,-8,-1,-1
1929,-8,-4,-10,-8,-1,-1
1930,-3,-1,-10,-8,-1,-1
1931,-10,-3,-10,-8,0,-1
1932,-17,1,-10,-8,1,-1
1933,7,-2,-10,-8,-1,-1
1934,14,-7,-10,-8,-1,-1
1935,1,1,-10,-8,-1,-1
1936,-16,8,-10,-8,1,-1
1937,-4,-6,-10,-8,-1,-1
1938,-1,8,-10,-8,-1,-1
1939,12,5,-10,-8,-1,-1
1940,-5,0,-10,-8,-1,-1
1941,-16,5,-10,-8,1,-1
1942,3,1,-10,-8,-1,-1
1943,2,4,-10,-8,-1,-1
1944,-14,4,-10,-8,1,-1
1945,10,5,-10,-8,-1,-1
1946,-4,2,-10,-8,-1,-1
1947,-12,1,-10,-8,1,-1
1948,-16,4,-10,-8,1,-1
1949,5,8,-10,-8,-1,-1
1950,-1,-7,-10,-8,-1,-1
1951,-3,0,-6,-2,-1,-1
1952,17,8,-6,-2,-1,-1
1953,-16,-1,-6,-2,1,-1
1954,-12,0,-6,-2,1,-1
1955,0,2,-6,-2,-1,-1
1956,-4,1,-6,-2,-1,-1
1957,-18,0,-6,-2,1,-1
1958,0,5,-6,-2,-1,-1
1959,-11,-2,-6,-2,1,0
1960,-13,-3,-6,-2,1,1
1961,4,7,-6,-2,-1,-1
1962,-16,-6,-6,-2,1,1
1963,-5,2,-6,-2,-1,-1
1964,5,5,-6,-2,-1,-1
1965,11,-8,-6,-2,-1,1
1966,7,2,-6,-2,-1,-1
1967,6,3,-6,-2,-1,-1
1968,16,-5,-6,-2,-1,1
1969,3,-2,-6,-2,-1,0
1970,2,-3,-6,-2,-1,1
1971,2,-7,-6,-2,-1,1
1972,16,-7,-6,-2,-1,1
1973,-5,-6,-6,-2,-1,1
1974,-4,-4,-6,-2,-1,1
1975,-6,-8,-6,-2,0,1
1976,12,1,-6,-2,-1,-1
1977,-14,5,-6,-2,1,-1
1978,16,5,-6,-2,-1,-1
1979,-14,4,-6,-2,1,-1
1980,9,6,-6,-2,-1,-1
1981,0,-8,-12,4,-1,1
1982,-3,3,-12,4,-1,1
1983,15,3,-12,4,-1,1
1984,2,4,-12,4,-1,0
1985,4,5,-12,4,-1,-1
1986,12,-4,-12,4,-1,1
1987,-17,-8,-12,4,1,1
1988,-8,1,-12,4,-1,1
1989,18,1,-12,4,-1,1
1990,-9,-3,-12,4,-1,1
1991,0,-3,-12,4,-1,1
1992,4,0,-12,4,-1,1
1993,-10,8,-12,4,-1,-1
1994,-11,0,-12,4,-1,1
1995,-16,-1,-12,4,1,1
1996,11,8,-12,4,-1,-1
1997,-17,-5,-12,4,1,1
1998,-15,1,-12,4,1,1
1999,-16,-1,-12,4,1,1
2000,-16,5,-12,4,1,-1
2001,-3,3,-12,4,-1,1
2002,11,-6,-12,4,-1,1
2003,16,3,-12,4,-1,1
2004,6,5,-12,4,-1,-1
2005,12,6,-12,4,-1,-1
2006,16,2,-12,4,-1,1
2007,-2,8,-12,4,-1,-1
2008,11,-8,-12,4,-1,1
2009,9,4,-12,4,-1,0
2010,17,-5,-12,4,-1,1
2011,-7,0,6,3,1,1
2012,-18,-7,6,3,1,1
2013,7,8,6,3,-1,-1
2014,-10,-6,6,3,1,1
2015,10,1,6,3,-1,1
2016,-7,-6,6,3,1,1
2017,-2,7,6,3,1,-1
2018,-8,-6,6,3,1,1
2019,-6,-7,6,3,1,1
2020,-14,3,6,3,1,0
2021,-12,-8,6,3,1,1
2022,-3,-4,6,3,1,1
2023,-6,-4,6,3,1,1
2024,14,2,6,3,-1,1
2025,-2,-7,6,3,1,1
2026,-2,-3,6,3,1,1
2027,6,1,6,3,0,1
2028,-12,-7,6,3,1,1
2029,9,5,6,3,-1,-1
2030,-4,-1,6,3,1,1
2031,-8,6,6,3,1,-1
2032,-11,1,6,3,1,1
2033,-8,-2,6,3,1,1
2034,9,0,6,3,-1,1
2035,-1,-5,6,3,1,1
2036,18,7,6,3,-1,-1
2037,4,8,6,3,1,-1
2038,-1,-8,6,3,1,1
2039,3,-6,6,3,1,1
2040,-3,3,6,3,1,0
2041,6,-2,-18,1,-1,1
2042,16,1,-18,1,-1,0
2043,-13,-5,-18,1,-1,1
2044,-13,5,-18,1,-1,-1
2045,-1,7,-18,1,-1,-1
2046,16,-3,-18,1,-1,1
2047,-14,-8,-18,1,-1,1
2048,-9,-2,-18,1,-1,1
2049,9,6,-18,1,-1,-1
2050,-3,7,-18,1,-1,-1
2051,16,5,-18,1,-1,-1
2052,-14,3,-18,1,-1,-1
2053,3,3,-18,1,-1,-1
2054,-4,5,-18,1,-1,-1
2055,-13,-7,-18,1,-1,1
2056,14,0,-18,1,-1,1
2057,-7,7,-18,1,-1,-1
2058,3,-3,-18,1,-1,1
2059,9,-5,-18,1,-1,1
2060,-4,2,-18,1,-1,-1
2061,-7,-5,-18,1,-1,1
2062,-8,-7,-18,1,-1,1
2063,4,-7,-18,1,-1,1
2064,15,7,-18,1,-1,-1
2065,3,7,-18,1,-1,-1
2066,4,-7,-18,1,-1,1
2067,3,5,-18,1,-1,-1
2068,-12,-1,-18,1,-1,1
2069,7,2,-18,1,-1,-1
2070,4,-6,-18,1,-1,1
2071,2,-1,-18,3,-1,1
2072,-12,-8,-18,3,-1,1
2073,4,5,-18,3,-1,-1
2074,15,8,-18,3,-1,-1
2075,4,3,-18,3,-1,0
2076,7,-1,-18,3,-1,1
2077,-15,-3,-18,3,-1,1
2078,4,1,-18,3,-1,1
2079,-10,-2,-18,3,-1,1
2080,2,-5,-18,3,-1,1
2081,-3,5,-18,3,-1,-1
2082,-16,7,-18,3,-1,-1
2083,1,7,-18,3,-1,-1
2084,10,-2,-18,3,-1,1
2085,14,-2,-18,3,-1,1
2086,1,1,-18,3,-1,1
2087,-13,1,-18,3,-1,1
2088,11,6,-18,3,-1,-1
2089,3,3,-18,3,-1,0
2090,1,5,-18,3,-1,-1
2091,12,4,-18,3,-1,-1
2092,-8,5,-18,3,-1,-1
2093,3,8,-18,3,-1,-1
2094,4,-5,-18,3,-1,1
2095,-1,2,-18,3,-1,1
2096,-8,5,-18,3,-1,-1
2097,-1,-2,-18,3,-1,1
2098,10,-2,-18,3,-1,1
2099,-1,1,-18,3,-1,1
2100,-6,6,-18,3,-1,-1
2101,2,5,16,2,1,-1
2102,11,8,16,2,1,-1
2103,9,5,16,2,1,-1
2104,-10,-7,16,2,1,1
2105,18,8,16,2,-1,-1
2106,-15,-2,16,2,1,1
2107,4,1,16,2,1,1
2108,-11,2,16,2,1,0
2109,2,0,16,2,1,1
2110,13,0,16,2,1,1
2111,-17,6,16,2,1,-1
2112,0,-6,16,2,1,1
2113,5,1,16,2,1,1
2114,-5,-6,16,2,1,1
2115,18,8,16,2,-1,-1
2116,-1,0,16,2,1,1
2117,18,8,16,2,-1,-1
2118,8,-6,16,2,1,1
2119,-2,0,16,2,1,1
2120,-15,3,16,2,1,-1
2121,-8,-7,16,2,1,1
2122,-18,3,16,2,1,-1
2123,10,1,16,2,1,1
2124,3,1,16,2,1,1
2125,-9,6,16,2,1,-1
2126,-5,1,16,2,1,1
2127,12,6,16,2,1,-1
2128,14,-6,16,2,1,1
2129,8,-6,16,2,1,1
2130,-8,-7,16,2,1,1
2131,-11,-1,4,6,1,1
2132,-6,6,4,6,1,0
2133,-6,8,4,6,1,-1
2134,-3,2,4,6,1,1
2135,9,-4,4,6,-1,1
2136,-13,6,4,6,1,0
2137,-14,8,4,6,1,-1
2138,14,8,4,6,-1,-1
2139,-15,8,4,6,1,-1
2140,-2,3,4,6,1,1
2141,1,1,4,6,1,1
2142,8,1,4,6,-1,1
2143,12,2,4,6,-1,1
2144,-18,-7,4,6,1,1
2145,16,0,4,6,-1,1
2146,-2,2,4,6,1,1
2147,-14,4,4,6,1,1
2148,1,-7,4,6,1,1
2149,-18,4,4,6,1,1
2150,-1,-8,4,6,1,1
2151,11,8,4,6,-1,-1
2152,-4,-6,4,6,1,1
2153,-6,2,4,6,1,1
2154,7,2,4,6,-1,1
2155,14,2,4,6,-1,1
2156,12,-1,4,6,-1,1
2157,3,-8,4,6,1,1
2158,-18,-4,4,6,1,1
2159,-3,4,4,6,1,1
2160,-12,1,4,6,1,1
2161,16,-1,-9,-7,-1,-1
2162,-7,2,-9,-7,-1,-1
2163,10,8,-9,-7,-1,-1
2164,4,-2,-9,-7,-1,-1
2165,1,3,-9,-7,-1,-1
2166,-8,4,-9,-7,-1,-1
2167,-6,3,-9,-7,-1,-1
2168,15,-2,-9,-7,-1,-1
2169,15,6,-9,-7,-1,-1
2170,4,8,-9,-7,-1,-1
2171,8,8,-9,-7,-1,-1
2172,-2,4,-9,-7,-1,-1
2173,-15,-2,-9,-7,1,-1
2174,4,7,-9,-7,-1,-1
2175,12,2,-9,-7,-1,-1
2176,11,0,-9,-7,-1,-1
2177,12,-2,-9,-7,-1,-1
2178,-6,0,-9,-7,-1,-1
2179,-5,8,-9,-7,-1,-1
2180,10,6,-9,-7,-1,-1
2181,-14,0,-9,-7,1,-1
2182,2,4,-9,-7,-1,-1
2183,-3,5,-9,-7,-1,-1
2184,4,3,-9,-7,-1,-1
2185,-12,0,-9,-7,1,-1
2186,3,2,-9,-7,-1,-1
2187,-6,8,-9,-7,-1,-1
2188,-7,7,-9,-7,-1,-1
2189,15,3,-9,-7,-1,-1
2190,6,-3,-9,-7,-1,-1
2191,-18,8,16,3,1,-1
2192,8,7,16,3,1,-1
2193,-1,8,16,3,1,-1
2194,18,-2,16,3,-1,1
2195,-11,8,16,3,1,-1
2196,7,-6,16,3,1,1
2197,16,-2,16,3,0,1
2198,-7,-7,16,3,1,1
2199,-18,-3,16,3,1,1
2200,18,8,16,3,-1,-1
2201,-1,5,16,3,1,-1
2202,5,0,16,3,1,1
2203,2,7,16,3,1,-1
2204,1,7,16,3,1,-1
2205,-9,-1,16,3,1,1
2206,1,8,16,3,1,-1
2207,-3,2,16,3,1,1
2208,-14,-2,16,3,1,1
2209,2,-3,16,3,1,1
2210,-1,-8,16,3,1,1
2211,0,-6,16,3,1,1
2212,16,-8,16,3,0,1
2213,-2,0,16,3,1,1
2214,-8,-5,16,3,1,1
2215,4,8,16,3,1,-1
2216,-11,-4,16,3,1,1
2217,-16,1,16,3,1,1
2218,-8,-6,16,3,1,1
2219,13,4,16,3,1,-1
2220,3,4,16,3,1,-1
2221,3,-5,-17,-5,-1,0
2222,3,-4,-17,-5,-1,-1
2223,9,6,-17,-5,-1,-1
2224,-14,-5,-17,-5,-1,0
2225,11,-3,-17,-5,-1,-1
2226,9,1,-17,-5,-1,-1
2227,-4,6,-17,-5,-1,-1
2228,-10,8,-17,-5,-1,-1
2229,0,-5,-17,-5,-1,0
2230,15,-3,-17,-5,-1,-1
2231,-2,7,-17,-5,-1,-1
2232,17,-1,-17,-5,-1,-1
2233,5,-2,-17,-5,-1,-1
2234,-2,0,-17,-5,-1,-1
2235,14,7,-17,-5,-1,-1
2236,-6,6,-17,-5,-1,-1
2237,-7,6,-17,-5,-1,-1
2238,-5,7,-17,-5,-1,-1
2239,7,-6,-17,-5,-1,1
2240,-13,6,-17,-5,-1,-1
2241,17,-5,-17,-5,-1,0
2242,-8,5,-17,-5,-1,-1
2243,16,4,-17,-5,-1,-1
2244,18,-1,-17,-5,-1,-1
2245,8,1,-17,-5,-1,-1
2246,6,2,-17,-5,-1,-1
2247,-2,5,-17,-5,-1,-1
2248,11,2,-17,-5,-1,-1
2249,7,-8,-17,-5,-1,1
2250,18,-7,-17,-5,-1,1
2251,7,7,-13,-4,-1,-1
2252,-2,-5,-13,-4,-1,1
2253,-9,-1,-13,-4,-1,-1
2254,-12,1,-13,-4,-1,-1
2255,5,-4,-13,-4,-1,0
2256,-8,-7,-13,-4,-1,1
2257,1,1,-13,-4,-1,-1
2258,-17,8,-13,-4,1,-1
2259,17,-1,-13,-4,-1,-1
2260,-7,-3,-13,-4,-1,-1
2261,7,1,-13,-4,-1,-1
2262,12,6,-13,-4,-1,-1
2263,5,6,-13,-4,-1,-1
2264,6,2,-13,-4,-1,-1
2265,17,-4,-13,-4,-1,0
2266,3,3,-13,-4,-1,-1
2267,-5,3,-13,-4,-1,-1
2268,6,6,-13,-4,-1,-1
2269,1,2,-13,-4,-1,-1
2270,5,-6,-13,-4,-1,1
2271,0,4,-13,-4,-1,-1
2272,12,-5,-13,-4,-1,1
2273,-9,-1,-13,-4,-1,-1
2274,-18,1,-13,-4,1,-1
2275,-9,-3,-13,-4,-1,-1
2276,18,-4,-13,-4,-1,0
2277,14,0,-13,-4,-1,-1
2278,13,-5,-13,-4,-1,1
2279,9,6,-13,-4,-1,-1
2280,-18,1,-13,-4,1,-1
2281,-2,1,-3,-3,-1,-1
2282,2,8,-3,-3,-1,-1
2283,-5,2,-3,-3,1,-1
2284,9,-7,-3,-3,-1,1
2285,-13,6,-3,-3,1,-1
2286,8,7,-3,-3,-1,-1
2287,-12,1,-3,-3,1,-1
2288,6,8,-3,-3,-1,-1
2289,4,4,-3,-3,-1,-1
2290,-15,-2,-3,-3,1,-1
2291,14,4,-3,-3,-1,-1
2292,-10,-5,-3,-3,1,1
2293,-17,-6,-3,-3,1,1
2294,-14,7,-3,-3,1,-1
2295,-8,2,-3,-3,1,-1
2296,-13,4,-3,-3,1,-1
2297,-6,1,-3,-3,1,-1
2298,10,5,-3,-3,-1,-1
2299,-4,0,-3,-3,1,-1
2300,4,-7,-3,-3,-1,1
2301,9,7,-3,-3,-1,-1
2302,17,-6,-3,-3,-1,1
2303,4,2,-3,-3,-1,-1
2304,8,5,-3,-3,-1,-1
2305,-12,2,-3,-3,1,-1
2306,11,-5,-3,-3,-1,1
2307,-16,7,-3,-3,1,-1
2308,-10,-4,-3,-3,1,1
2309,-12,6,-3,-3,1,-1
2310,17,0,-3,-3,-1,-1
2311,-2,4,-17,-4,-1,-1
2312,-2,7,-17,-4,-1,-1
2313,5,5,-17,-4,-1,-1
2314,1,3,-17,-4,-1,-1
2315,-14,3,-17,-4,-1,-1
2316,3,0,-17,-4,-1,-1
2317,0,-7,-17,-4,-1,1
2318,16,0,-17,-4,-1,-1
2319,4,6,-17,-4,-1,-1
2320,-10,1,-17,-4,-1,-1
2321,14,-8,-17,-4,-1,1
2322,-2,8,-17,-4,-1,-1
2323,0,7,-17,-4,-1,-1
2324,12,-8,-17,-4,-1,1
2325,-10,-8,-17,-4,-1,1
2326,-11,-8,-17,-4,-1,1
2327,5,8,-17,-4,-1,-1
2328,-11,8,-17,-4,-1,-1
2329,-7,2,-17,-4,-1,-1
2330,-12,4,-17,-4,-1,-1
2331,-8,-6,-17,-4,-1,1
2332,7,5,-17,-4,-1,-1
2333,13,8,-17,-4,-1,-1
2334,-8,3,-17,-4,-1,-1
2335,-1,0,-17,-4,-1,-1
2336,0,7,-17,-4,-1,-1
2337,13,1,-17,-4,-1,-1
2338,14,-6,-17,-4,-1,1
2339,-10,-7,-17,-4,-1,1
2340,-1,-2,-17,-4,-1,-1
2341,-7,-8,18,8,1,1
2342,3,7,18,8,1,1
2343,-10,-7,18,8,1,1
2344,-15,3,18,8,1,1
2345,-1,-3,18,8,1,1
2346,12,-3,18,8,1,1
2347,7,3,18,8,1,1
2348,-12,2,18,8,1,1
2349,-15,-2,18,8,1,1
2350,-4,-4,18,8,1,1
2351,4,-7,18,8,1,1
2352,9,-5,18,8,1,1
2353,-17,0,18,8,1,1
2354,14,5,18,8,1,1
2355,-6,-4,18,8,1,1
2356,-3,-2,18,8,1,1
2357,-6,3,18,8,1,1
2358,10,7,18,8,1,1
2359,13,4,18,8,1,1
2360,9,1,18,8,1,1
2361,-13,4,18,8,1,1
2362,-1,-5,18,8,1,1
2363,6,1,18,8,1,1
2364,-6,7,18,8,1,1
2365,15,3,18,8,1,1
2366,-15,7,18,8,1,1
2367,-10,8,18,8,1,0
2368,5,-1,18,8,1,1
2369,1,2,18,8,1,1
2370,3,8,18,8,1,0
2371,-15,-4,-14,4,1,1
2372,10,-7,-14,4,-1,1
2373,-16,1,-14,4,1,1
2374,12,-1,-14,4,-1,1
2375,-7,-5,-14,4,-1,1
2376,-17,1,-14,4,1,1
2377,-4,-7,-14,4,-1,1
2378,13,0,-14,4,-1,1
2379,2,-2,-14,4,-1,1
2380,-9,-6,-14,4,-1,1
2381,-9,-3,-14,4,-1,1
2382,17,1,-14,4,-1,1
2383,12,4,-14,4,-1,0
2384,-9,7,-14,4,-1,-1
2385,-1,6,-14,4,-1,-1
2386,-12,8,-14,4,-1,-1
2387,-8,8,-14,4,-1,-1
2388,12,5,-14,4,-1,-1
2389,6,-8,-14,4,-1,1
2390,-9,-1,-14,4,-1,1
2391,-15,1,-14,4,1,1
2392,-15,-2,-14,4,1,1
2393,-10,-1,-14,4,-1,1
